NAME,DATE,VALUE,ENDOGENIZE,TRANSFORM
yy_r3m,2024,3.00,yy_r3m_res
yy_r3m,2025,3.00,yy_r3m_res
yy_r3m,2026,3.00,yy_r3m_res
yy_rl,2025,7.3,yy_rl_res
yy_rl,2026,7.3,yy_rl_res
yy_rd,2025,1.84,yy_rd_res
yy_rd,2026,1.84,yy_rd_res
